<DATETIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20060427000000,71.95,72.11,70.67,70.91,0.0
20060428000000,70.75,72.65,70.45,72.02,0.0
20060501000000,71.98,74.07,71.98,73.89,0.0
20060502000000,74.0,74.97,73.53,74.64,0.0
20060503000000,74.9,74.97,72.46,72.65,0.0
20060504000000,72.55,72.61,69.79,70.29,0.0
20060505000000,70.82,71.46,70.14,70.95,0.0
20060508000000,71.1,71.25,69.06,70.21,0.0
20060509000000,70.64,71.78,70.17,71.08,0.0
20060510000000,70.98,72.58,70.16,72.44,0.0
20060511000000,72.34,73.88,72.29,73.43,0.0
20060512000000,73.04,73.53,71.83,72.32,0.0
20060515000000,71.5,71.5,68.65,69.67,0.0
20060516000000,69.01,70.36,68.58,70.34,0.0
20060517000000,70.14,70.69,68.64,69.04,0.0
20060518000000,68.8,70.08,68.32,69.67,0.0
20060519000000,70.13,70.26,68.25,68.68,0.0
20060522000000,68.95,69.58,67.63,69.35,0.0
20060523000000,69.65,71.35,69.57,71.0,0.0
20060524000000,70.5,70.85,68.81,69.22,0.0
20060525000000,69.02,70.86,69.02,70.71,0.0
20060526000000,70.78,71.21,70.19,70.59,0.0
20060530000000,70.8,71.99,70.45,71.05,0.0
20060531000000,71.0,71.15,69.07,70.41,0.0
20060601000000,70.25,70.95,69.01,69.39,0.0
20060602000000,69.73,71.6,69.53,71.03,0.0
20060605000000,72.2,72.67,70.87,71.37,0.0
20060606000000,71.3,71.66,69.88,70.81,0.0
20060607000000,70.86,70.99,68.88,69.19,0.0
20060608000000,69.05,69.2,67.73,69.05,0.0
20060609000000,69.18,70.63,68.68,70.48,0.0
20060612000000,70.5,71.2,68.67,68.93,0.0
20060613000000,68.7,68.75,66.68,66.92,0.0
20060614000000,66.62,67.33,66.33,66.98,0.0
20060615000000,67.0,68.0,67.0,67.43,0.0
20060616000000,68.93,69.36,67.53,68.8,0.0
20060619000000,68.75,68.75,67.42,68.11,0.0
20060620000000,68.02,69.04,67.48,68.08,0.0
20060621000000,68.05,69.5,67.57,69.17,0.0
20060622000000,69.09,70.17,69.08,69.95,0.0
20060623000000,69.95,70.38,69.48,69.93,0.0
20060626000000,69.86,70.8,69.47,70.73,0.0
20060627000000,70.79,71.56,70.65,70.98,0.0
20060628000000,71.19,71.87,70.76,71.41,0.0
20060629000000,71.69,73.12,71.58,72.88,0.0
20060630000000,72.95,73.69,72.61,73.51,0.0
20060703000000,73.26,73.99,73.17,73.39,0.0
20060704000000,73.3,73.7,72.45,72.51,0.0
20060705000000,72.9,74.22,72.51,73.98,0.0
20060706000000,73.95,74.3,73.16,74.08,0.0
20060707000000,73.7,75.09,73.25,73.51,0.0
20060710000000,73.2,73.26,72.11,72.89,0.0
20060711000000,72.75,74.05,72.55,73.67,0.0
20060712000000,73.41,74.74,73.27,74.39,0.0
20060713000000,74.76,77.5,74.7,76.69,0.0
20060714000000,77.76,78.03,76.76,77.27,0.0
20060717000000,77.98,78.18,75.67,75.92,0.0
20060718000000,75.7,77.29,74.3,74.36,0.0
20060719000000,74.75,75.13,72.59,73.9,0.0
20060720000000,74.0,74.72,73.2,73.72,0.0
20060721000000,73.5,74.65,73.29,73.75,0.0
20060724000000,73.85,74.8,72.78,74.61,0.0
20060725000000,74.94,75.41,73.1,73.28,0.0
20060726000000,73.28,74.73,73.0,74.0,0.0
20060727000000,73.8,75.36,73.79,75.01,0.0
20060728000000,75.2,75.54,73.16,73.39,0.0
20060731000000,73.22,75.23,72.7,75.15,0.0
20060801000000,75.15,76.58,74.65,75.89,0.0
20060802000000,75.81,77.47,75.81,76.89,0.0
20060803000000,77.18,77.18,76.02,76.56,0.0
20060804000000,76.56,77.17,75.64,76.17,0.0
20060807000000,76.15,78.64,76.15,78.3,0.0
20060808000000,78.3,78.65,77.45,77.55,0.0
20060809000000,77.56,78.43,77.17,77.28,0.0
20060810000000,77.27,77.55,75.1,75.28,0.0
20060811000000,75.25,76.1,75.1,75.63,0.0
20060814000000,75.16,75.26,73.7,74.3,0.0
20060815000000,74.2,74.6,73.55,73.8,0.0
20060816000000,73.65,73.83,72.72,73.08,0.0
20060817000000,72.45,72.58,71.31,71.58,0.0
20060818000000,71.72,72.65,71.35,72.3,0.0
20060821000000,72.59,73.74,72.53,73.38,0.0
20060822000000,73.55,73.79,72.96,73.24,0.0
20060823000000,73.1,73.17,71.61,72.02,0.0
20060824000000,72.05,73.0,71.73,72.68,0.0
20060825000000,73.0,74.09,72.5,72.7,0.0
20060828000000,72.21,72.47,70.44,70.82,0.0
20060829000000,70.55,71.25,69.48,69.86,0.0
20060830000000,70.2,70.7,68.82,70.18,0.0
20060831000000,70.6,71.06,69.43,70.25,0.0
20060901000000,70.42,70.66,68.96,69.15,0.0
20060904000000,69.15,69.49,67.59,67.71,0.0
20060905000000,68.2,68.8,67.42,68.09,0.0
20060906000000,68.25,68.25,66.84,66.93,0.0
20060907000000,66.93,67.46,66.11,66.53,0.0
20060908000000,66.3,66.9,65.16,65.33,0.0
20060911000000,65.2,65.31,63.97,64.55,0.0
20060912000000,64.54,65.44,62.79,62.99,0.0
20060913000000,62.97,63.83,62.62,62.99,0.0
20060914000000,63.43,63.77,61.96,62.24,0.0
20060915000000,63.61,63.85,62.21,63.33,0.0
20060918000000,63.47,64.62,63.0,64.05,0.0
20060919000000,64.1,64.86,61.87,62.17,0.0
20060920000000,62.19,62.36,60.3,60.47,0.0
20060921000000,60.7,61.55,60.34,61.34,0.0
20060922000000,61.57,62.03,60.11,60.41,0.0
20060925000000,60.05,61.65,59.32,60.8,0.0
20060926000000,61.1,61.24,59.7,60.12,0.0
20060927000000,60.21,62.41,59.45,62.21,0.0
20060928000000,62.25,63.63,61.87,62.54,0.0
20060929000000,62.1,62.66,61.01,62.48,0.0
20061002000000,62.7,62.82,60.3,60.45,0.0
20061003000000,60.55,60.58,58.25,58.43,0.0
20061004000000,58.21,59.53,57.7,59.22,0.0
20061005000000,59.53,60.94,59.06,60.0,0.0
20061006000000,59.96,60.32,58.75,59.83,0.0
20061009000000,60.25,61.66,59.93,60.54,0.0
20061010000000,60.28,61.25,59.09,59.34,0.0
20061011000000,59.42,59.93,58.42,58.65,0.0
20061012000000,58.26,59.3,58.16,58.76,0.0
20061013000000,59.0,60.43,58.82,59.52,0.0
20061016000000,59.4,60.16,58.82,59.96,0.0
20061017000000,61.99,62.5,60.57,60.94,0.0
20061018000000,61.2,61.56,59.32,59.58,0.0
20061019000000,59.78,61.25,59.31,60.87,0.0
20061020000000,61.3,61.55,59.55,59.68,0.0
20061023000000,59.25,59.75,58.52,59.21,0.0
20061024000000,59.07,60.09,58.77,59.86,0.0
20061025000000,59.95,62.19,59.75,62.05,0.0
20061026000000,62.25,62.35,60.47,60.77,0.0
20061027000000,60.95,61.33,60.13,61.08,0.0
20061030000000,61.2,61.2,58.53,58.68,0.0
20061031000000,58.77,59.14,57.39,59.03,0.0
20061101000000,58.85,59.67,58.01,58.98,0.0
20061102000000,58.77,59.08,57.75,57.87,0.0
20061103000000,57.84,59.25,57.78,59.15,0.0
20061106000000,58.94,60.4,58.49,59.75,0.0
20061107000000,59.75,60.05,58.44,58.48,0.0
20061108000000,58.9,59.9,58.46,59.59,0.0
20061109000000,59.9,61.43,59.76,61.32,0.0
20061110000000,61.35,61.35,59.6,59.71,0.0
20061113000000,59.8,60.23,58.54,59.05,0.0
20061114000000,59.1,59.89,58.8,58.84,0.0
20061115000000,59.15,59.76,58.92,59.46,0.0
20061116000000,60.61,61.37,58.31,58.54,0.0
20061117000000,58.49,59.11,57.85,58.99,0.0
20061120000000,58.5,59.18,58.24,58.98,0.0
20061121000000,59.15,60.58,59.0,60.39,0.0
20061122000000,60.39,60.55,58.66,59.49,0.0
20061123000000,59.53,59.72,58.85,59.35,0.0
20061124000000,59.39,60.4,58.9,60.03,0.0
20061127000000,59.78,60.6,59.47,60.44,0.0
20061128000000,60.62,61.42,60.4,61.21,0.0
20061129000000,61.3,63.16,61.2,63.07,0.0
20061130000000,62.98,64.77,62.83,64.26,0.0
20061201000000,63.8,64.92,63.35,64.62,0.0
20061204000000,64.59,64.75,63.13,63.45,0.0
20061205000000,63.65,64.2,62.61,63.32,0.0
20061206000000,63.5,63.99,62.89,63.07,0.0
20061207000000,63.28,63.52,62.33,62.57,0.0
20061208000000,62.81,63.97,62.13,62.2,0.0
20061211000000,62.16,62.64,61.71,61.84,0.0
20061212000000,62.15,62.48,61.07,61.52,0.0
20061213000000,61.33,61.85,61.05,61.33,0.0
20061214000000,61.47,62.81,61.43,62.12,0.0
20061215000000,63.0,63.61,62.71,63.49,0.0
20061218000000,63.34,63.57,61.94,62.13,0.0
20061219000000,62.2,63.27,61.47,62.81,0.0
20061220000000,62.71,63.59,62.55,63.23,0.0
20061221000000,63.0,63.13,61.95,62.46,0.0
20061222000000,62.36,63.03,62.06,62.42,0.0
20061226000000,62.54,63.3,60.66,61.1,0.0
20061227000000,61.15,61.59,60.39,60.52,0.0
20061228000000,60.56,60.96,60.21,60.67,0.0
20061229000000,60.52,61.13,60.04,60.86,0.0
20070102000000,60.88,61.64,60.15,60.44,0.0
20070103000000,60.68,60.68,57.42,57.96,0.0
20070104000000,58.19,58.41,54.76,55.11,0.0
20070105000000,54.97,55.76,54.5,55.64,0.0
20070108000000,55.86,57.19,54.41,55.6,0.0
20070109000000,55.6,55.63,53.64,55.18,0.0
20070110000000,55.18,55.31,53.09,53.69,0.0
20070111000000,53.03,54.42,51.65,51.7,0.0
20070112000000,52.15,53.11,51.76,52.95,0.0
20070115000000,53.09,53.62,52.65,53.12,0.0
20070116000000,53.0,53.63,52.04,52.26,0.0
20070117000000,51.78,53.03,50.75,52.78,0.0
20070118000000,53.1,53.35,50.91,51.75,0.0
20070119000000,51.5,53.55,51.5,53.44,0.0
20070122000000,53.75,54.6,52.18,52.7,0.0
20070123000000,52.81,55.18,52.59,55.1,0.0
20070124000000,54.9,55.61,53.88,55.43,0.0
20070125000000,55.55,55.88,54.05,54.12,0.0
20070126000000,54.32,55.37,54.16,55.29,0.0
20070129000000,55.46,55.83,53.56,53.68,0.0
20070130000000,53.79,56.48,53.67,56.39,0.0
20070131000000,56.25,57.55,55.16,57.4,0.0
20070201000000,57.16,58.37,56.63,56.72,0.0
20070202000000,56.66,58.67,56.65,58.41,0.0
20070205000000,58.55,59.39,57.85,58.1,0.0
20070206000000,58.35,59.42,58.06,58.42,0.0
20070207000000,58.7,59.46,56.74,57.23,0.0
20070208000000,57.26,59.21,56.81,59.03,0.0
20070209000000,59.0,59.63,58.46,59.01,0.0
20070212000000,58.51,58.68,56.26,56.6,0.0
20070213000000,56.64,57.16,56.1,57.03,0.0
20070214000000,58.65,58.83,57.0,57.43,0.0
20070215000000,57.55,58.18,56.2,57.6,0.0
20070216000000,57.5,59.03,57.06,58.95,0.0
20070219000000,58.8,59.0,58.05,58.14,0.0
20070220000000,58.34,58.5,56.81,57.98,0.0
20070221000000,57.81,59.94,57.22,59.35,0.0
20070222000000,59.26,60.85,58.87,60.62,0.0
20070223000000,60.5,61.68,60.32,60.88,0.0
20070226000000,61.05,61.59,60.51,61.33,0.0
20070227000000,61.29,62.18,60.1,61.36,0.0
20070228000000,60.25,62.16,60.24,61.89,0.0
20070301000000,61.75,62.74,61.05,62.11,0.0
20070302000000,61.85,62.69,61.55,62.08,0.0
20070305000000,61.7,61.7,60.0,60.54,0.0
20070306000000,60.62,61.5,60.55,61.39,0.0
20070307000000,61.55,62.81,61.37,62.5,0.0
20070308000000,62.46,62.84,61.8,62.33,0.0
20070309000000,62.33,62.58,61.06,61.13,0.0
20070312000000,61.01,61.14,60.17,60.74,0.0
20070313000000,60.87,62.11,60.5,60.9,0.0
20070314000000,60.92,61.51,60.5,61.06,0.0
20070315000000,61.13,61.85,60.5,60.98,0.0
20070316000000,60.74,61.57,59.79,60.3,0.0
20070319000000,60.64,61.08,60.11,60.52,0.0
20070320000000,60.9,61.06,60.0,60.2,0.0
20070321000000,60.45,61.31,60.35,60.77,0.0
20070322000000,61.01,62.83,61.01,62.51,0.0
20070323000000,62.74,63.68,62.13,63.18,0.0
20070326000000,63.55,64.63,63.33,64.41,0.0
20070327000000,64.6,69.0,64.03,64.6,0.0
20070328000000,65.34,66.67,65.19,65.78,0.0
20070329000000,65.75,68.36,65.36,67.88,0.0
20070330000000,68.25,69.14,67.6,68.1,0.0
20070402000000,67.91,69.58,67.48,68.74,0.0
20070403000000,68.55,68.72,67.04,67.81,0.0
20070404000000,67.81,68.52,66.93,68.4,0.0
20070405000000,68.26,68.87,67.51,68.24,0.0
20070409000000,67.87,68.79,66.38,66.59,0.0
20070410000000,66.89,67.67,66.4,67.42,0.0
20070411000000,67.41,68.69,67.32,67.84,0.0
20070412000000,67.78,68.87,67.78,68.72,0.0
20070413000000,68.91,69.59,68.91,68.97,0.0
20070416000000,68.75,69.17,67.0,67.25,0.0
20070417000000,67.5,67.84,65.8,65.93,0.0
20070418000000,66.12,66.33,64.76,66.04,0.0
20070419000000,66.2,66.85,65.64,65.94,0.0
20070420000000,65.79,66.61,65.48,66.49,0.0
20070423000000,66.51,68.2,65.98,68.15,0.0
20070424000000,68.04,68.55,66.57,67.16,0.0
20070425000000,67.17,68.66,67.06,68.57,0.0
20070426000000,68.57,68.75,67.6,67.65,0.0
20070427000000,67.82,68.54,66.73,68.41,0.0
20070430000000,68.23,68.44,67.45,67.65,0.0
20070501000000,67.53,68.73,66.89,67.0,0.0
20070502000000,67.24,67.41,65.59,66.25,0.0
20070503000000,66.39,66.98,65.57,66.05,0.0
20070504000000,66.02,66.82,64.95,65.31,0.0
20070507000000,65.18,65.5,63.8,64.44,0.0
20070508000000,64.56,65.89,64.46,65.54,0.0
20070509000000,65.6,66.14,64.14,65.2,0.0
20070510000000,65.34,66.34,65.19,65.79,0.0
20070511000000,65.68,66.98,65.68,66.83,0.0
20070514000000,66.65,67.51,66.51,66.83,0.0
20070515000000,66.78,68.18,65.93,68.11,0.0
20070516000000,67.95,68.54,67.46,68.01,0.0
20070517000000,68.1,70.35,68.08,70.27,0.0
20070518000000,70.35,70.35,69.27,69.42,0.0
20070521000000,69.44,70.83,69.1,70.49,0.0
20070522000000,70.43,70.6,69.46,69.52,0.0
20070523000000,69.69,70.84,69.45,70.6,0.0
20070524000000,70.65,71.8,70.39,70.72,0.0
20070525000000,70.85,71.22,69.83,70.69,0.0
20070528000000,70.5,70.5,69.51,69.71,0.0
20070529000000,69.84,70.24,67.59,68.13,0.0
20070530000000,68.32,68.64,67.15,67.84,0.0
20070531000000,67.99,68.2,66.8,68.04,0.0
20070601000000,68.15,69.25,67.61,69.07,0.0
20070604000000,68.94,70.63,68.7,70.4,0.0
20070605000000,70.25,70.67,69.85,70.45,0.0
20070606000000,70.51,71.4,70.09,71.02,0.0
20070607000000,71.05,71.72,70.51,71.22,0.0
20070608000000,70.9,71.1,68.41,68.6,0.0
20070611000000,68.69,69.65,68.2,69.56,0.0
20070612000000,69.4,69.62,68.3,68.79,0.0
20070613000000,68.7,70.36,68.34,69.94,0.0
20070614000000,69.95,71.33,69.91,70.96,0.0
20070615000000,71.36,71.88,70.7,71.47,0.0
20070618000000,71.59,72.25,70.72,72.18,0.0
20070619000000,72.1,72.25,71.61,71.84,0.0
20070620000000,71.7,71.96,69.56,70.42,0.0
20070621000000,70.49,71.6,70.0,70.22,0.0
20070622000000,70.1,71.5,69.61,71.18,0.0
20070625000000,70.75,71.5,69.8,71.36,0.0
20070626000000,70.9,71.23,70.11,70.17,0.0
20070627000000,70.13,71.03,69.4,70.53,0.0
20070628000000,70.49,71.15,70.32,70.52,0.0
20070629000000,70.41,71.6,70.41,71.41,0.0
20070702000000,71.22,72.77,70.92,72.63,0.0
20070703000000,72.69,73.1,72.13,72.93,0.0
20070704000000,72.85,73.12,72.43,73.05,0.0
20070705000000,72.85,74.93,72.85,74.75,0.0
20070706000000,74.59,76.01,74.27,75.62,0.0
20070709000000,75.46,76.34,74.91,75.78,0.0
20070710000000,75.67,76.63,75.06,76.4,0.0
20070711000000,76.25,76.44,75.3,75.44,0.0
20070712000000,75.44,77.07,75.31,76.4,0.0
20070713000000,76.35,77.7,76.1,77.57,0.0
20070716000000,77.55,78.4,76.48,77.33,0.0
20070717000000,76.33,76.65,75.03,75.53,0.0
20070718000000,75.68,76.84,75.32,76.76,0.0
20070719000000,76.74,77.78,76.6,77.67,0.0
20070720000000,77.98,77.98,77.19,77.64,0.0
20070723000000,77.32,77.5,76.42,76.86,0.0
20070724000000,76.85,76.85,74.85,75.08,0.0
20070725000000,74.7,76.54,74.23,76.32,0.0
20070726000000,76.47,77.16,74.81,75.18,0.0
20070727000000,75.3,76.4,74.55,76.26,0.0
20070730000000,76.06,76.51,75.42,75.74,0.0
20070731000000,75.6,77.18,75.47,77.05,0.0
20070801000000,76.95,77.16,74.85,75.35,0.0
20070802000000,75.5,76.23,74.24,75.76,0.0
20070803000000,75.9,76.07,74.45,74.75,0.0
20070806000000,74.45,74.73,70.87,71.17,0.0
20070807000000,71.14,72.0,70.2,71.8,0.0
20070808000000,71.49,72.04,70.61,70.99,0.0
20070809000000,71.0,71.21,69.25,70.21,0.0
20070810000000,70.25,70.5,68.95,70.39,0.0
20070813000000,70.4,71.85,69.89,70.23,0.0
20070814000000,70.05,70.9,69.6,70.51,0.0
20070815000000,70.9,72.24,70.46,71.64,0.0
20070816000000,71.25,71.25,68.87,69.42,0.0
20070817000000,70.09,71.1,69.39,70.44,0.0
20070820000000,69.7,70.34,68.93,69.85,0.0
20070821000000,70.17,70.5,68.14,68.69,0.0
20070822000000,68.8,69.45,68.2,68.7,0.0
20070823000000,69.02,70.0,68.75,69.86,0.0
20070824000000,70.04,70.84,69.5,70.62,0.0
20070827000000,70.55,71.1,69.49,70.95,0.0
20070828000000,71.05,71.25,70.21,70.55,0.0
20070829000000,70.55,72.28,70.23,72.13,0.0
20070830000000,72.13,72.47,71.37,71.9,0.0
20070831000000,72.03,73.09,71.83,72.69,0.0
20070903000000,72.69,73.51,72.69,73.41,0.0
20070904000000,73.41,74.05,72.78,73.92,0.0
20070905000000,74.25,74.48,73.74,74.34,0.0
20070906000000,74.5,75.7,73.74,74.77,0.0
20070907000000,74.81,75.22,74.18,75.07,0.0
20070910000000,74.83,76.39,73.86,75.48,0.0
20070911000000,75.95,76.49,75.0,76.38,0.0
20070912000000,76.39,77.93,76.09,77.68,0.0
20070913000000,77.62,77.86,77.18,77.4,0.0
20070914000000,77.0,77.28,76.07,76.22,0.0
20070917000000,76.2,77.24,75.52,76.98,0.0
20070918000000,77.2,78.6,76.29,77.59,0.0
20070919000000,78.29,78.57,77.45,78.47,0.0
20070920000000,78.2,79.28,77.76,79.09,0.0
20070921000000,79.13,79.94,78.47,79.3,0.0
20070924000000,78.9,79.48,78.23,78.91,0.0
20070925000000,78.54,78.63,77.17,77.62,0.0
20070926000000,77.7,78.29,76.36,77.43,0.0
20070927000000,77.77,80.2,77.65,80.03,0.0
20070928000000,80.25,81.05,78.84,79.17,0.0
20071001000000,79.25,79.54,76.92,77.64,0.0
20071002000000,77.56,77.74,76.31,77.38,0.0
20071003000000,77.45,77.86,76.85,77.19,0.0
20071004000000,76.9,79.28,76.56,78.97,0.0
20071005000000,78.85,79.21,78.17,78.9,0.0
20071008000000,78.42,78.65,76.15,76.58,0.0
20071009000000,76.41,78.15,75.64,77.49,0.0
20071010000000,77.38,78.67,77.02,78.6,0.0
20071011000000,78.8,80.68,78.69,80.15,0.0
20071012000000,80.07,80.92,79.65,80.55,0.0
20071015000000,80.0,83.0,80.0,82.75,0.0
20071016000000,82.85,84.49,82.84,84.16,0.0
20071017000000,83.4,84.43,82.65,83.13,0.0
20071018000000,83.0,84.88,82.77,84.6,0.0
20071019000000,84.48,84.85,83.08,83.79,0.0
20071022000000,83.66,84.09,81.63,83.27,0.0
20071023000000,83.0,84.04,82.35,82.85,0.0
20071024000000,82.55,85.08,82.41,84.37,0.0
20071025000000,85.04,87.59,84.7,87.48,0.0
20071026000000,87.55,89.3,87.46,88.69,0.0
20071029000000,88.69,90.49,88.69,90.32,0.0
20071030000000,90.25,90.25,86.64,87.44,0.0
20071031000000,86.92,91.18,86.13,90.63,0.0
20071101000000,90.94,91.71,88.57,89.72,0.0
20071102000000,90.2,92.21,89.64,92.08,0.0
20071105000000,91.84,92.31,90.18,90.49,0.0
20071106000000,91.05,93.56,91.05,93.26,0.0
20071107000000,93.59,95.19,91.74,93.24,0.0
20071108000000,92.45,94.76,92.27,92.79,0.0
20071109000000,93.3,93.8,91.8,93.18,0.0
20071112000000,92.54,93.46,90.96,91.98,0.0
20071113000000,91.48,91.95,87.88,88.83,0.0
20071114000000,88.99,91.58,88.99,91.36,0.0
20071115000000,91.24,92.14,89.92,90.94,0.0
20071116000000,90.25,91.95,90.0,91.62,0.0
20071119000000,91.87,92.81,90.98,92.28,0.0
20071120000000,92.08,96.24,91.76,95.49,0.0
20071121000000,95.87,96.53,94.05,94.84,0.0
20071122000000,95.1,95.29,93.98,94.5,0.0
20071123000000,94.42,95.95,93.81,95.76,0.0
20071126000000,95.9,96.65,94.26,95.32,0.0
20071127000000,94.47,95.05,92.4,92.52,0.0
20071128000000,92.36,93.39,89.56,89.81,0.0
20071129000000,90.45,92.82,89.73,90.22,0.0
20071130000000,90.25,90.79,87.55,88.26,0.0
20071203000000,88.74,90.43,86.93,89.8,0.0
20071204000000,89.9,90.45,88.97,89.53,0.0
20071205000000,89.75,91.91,87.85,88.49,0.0
20071206000000,88.0,90.68,86.56,90.18,0.0
20071207000000,90.35,90.79,87.47,88.64,0.0
20071210000000,88.77,89.85,87.51,88.04,0.0
20071211000000,88.28,90.35,88.15,89.99,0.0
20071212000000,89.59,94.44,89.34,94.02,0.0
20071213000000,93.65,94.36,91.92,92.12,0.0
20071214000000,92.5,93.66,91.38,92.67,0.0
20071217000000,91.69,92.42,90.12,91.29,0.0
20071218000000,91.58,92.89,89.33,90.12,0.0
20071219000000,90.5,92.27,89.75,91.48,0.0
20071220000000,91.91,92.48,90.66,90.88,0.0
20071221000000,91.0,92.95,90.61,92.46,0.0
20071224000000,92.29,92.82,91.35,92.7,0.0
20071226000000,93.0,95.06,92.8,93.94,0.0
20071227000000,94.0,95.87,93.27,94.78,0.0
20071228000000,94.96,95.86,93.8,93.88,0.0
20071231000000,94.29,95.29,93.25,93.85,0.0
20080102000000,94.47,98.0,94.15,97.84,0.0
20080103000000,97.45,98.5,97.04,97.6,0.0
20080104000000,97.77,98.0,96.18,96.79,0.0
20080107000000,96.69,97.48,93.72,94.39,0.0
20080108000000,94.77,96.69,94.47,95.54,0.0
20080109000000,95.55,96.7,94.1,94.37,0.0
20080110000000,94.49,95.09,92.13,92.22,0.0
20080111000000,92.85,93.24,90.83,91.07,0.0
20080114000000,91.07,93.05,91.01,92.92,0.0
20080115000000,92.9,93.25,90.35,90.98,0.0
20080116000000,90.94,91.0,88.71,89.75,0.0
20080117000000,89.6,90.69,88.21,88.75,0.0
20080118000000,88.5,89.98,88.4,89.23,0.0
20080121000000,89.57,89.65,87.36,87.51,0.0
20080122000000,87.38,88.86,85.0,88.45,0.0
20080123000000,88.25,88.67,86.4,86.62,0.0
20080124000000,87.4,89.42,86.88,89.07,0.0
20080125000000,89.44,91.4,89.32,90.9,0.0
20080128000000,90.7,91.75,89.33,91.38,0.0
20080129000000,91.55,92.53,91.03,92.0,0.0
20080130000000,92.45,92.8,91.48,92.53,0.0
20080131000000,91.6,92.83,90.16,92.21,0.0
20080201000000,91.5,92.49,88.95,89.44,0.0
20080204000000,89.1,91.12,88.63,90.47,0.0
20080205000000,90.06,90.4,88.05,88.82,0.0
20080206000000,88.5,89.6,87.53,87.78,0.0
20080207000000,87.6,88.77,86.83,88.51,0.0
20080208000000,88.78,92.32,88.78,91.94,0.0
20080211000000,92.68,94.52,91.09,93.53,0.0
20080212000000,93.29,94.13,92.08,92.86,0.0
20080213000000,92.99,94.0,92.39,93.32,0.0
20080214000000,93.47,95.49,93.38,95.09,0.0
20080215000000,94.95,95.8,94.02,94.63,0.0
20080218000000,94.9,95.44,94.44,94.91,0.0
20080219000000,94.84,98.7,94.81,98.56,0.0
20080220000000,97.82,99.22,96.77,98.42,0.0
20080221000000,98.35,99.0,95.42,96.24,0.0
20080222000000,95.9,97.65,95.66,97.01,0.0
20080225000000,97.23,98.16,96.34,97.69,0.0
20080226000000,98.05,100.03,97.05,99.47,0.0
20080227000000,100.0,100.53,97.98,98.27,0.0
