<DATETIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150409000000,1.6305,1.6348,0.9849,1.58,0.0
20150410000000,1.58,1.6016,1.503,1.5102,0.0
20150411000000,1.5102,1.547,1.43,1.4597,0.0
20150412000000,1.4597,1.4899,1.453,1.474,0.0
20150413000000,1.474,1.4927,1.3601,1.3731,0.0
20150414000000,1.3731,1.391,1.328,1.3882,0.0
20150415000000,1.383,1.42,1.331,1.379,0.0
20150416000000,1.379,1.44,1.367,1.4099,0.0
20150417000000,1.4099,1.4325,1.39,1.4087,0.0
20150418000000,1.4087,1.4239,1.3836,1.3969,0.0
20150419000000,1.3969,1.4268,1.3822,1.3948,0.0
20150420000000,1.3948,1.4179,1.38,1.4053,0.0
20150421000000,1.4053,1.4402,1.3893,1.4352,0.0
20150422000000,1.4352,1.4799,1.4202,1.454,0.0
20150423000000,1.454,1.4649,1.4351,1.4491,0.0
20150424000000,1.4491,1.4649,1.4111,1.4222,0.0
20150425000000,1.4222,1.4373,1.3565,1.407,0.0
20150426000000,1.407,1.4077,1.306,1.332,0.0
20150427000000,1.332,1.4067,1.3244,1.3748,0.0
20150428000000,1.3748,1.3961,1.3471,1.3768,0.0
20150429000000,1.3768,1.3969,1.352,1.37,0.0
20150430000000,1.37,1.4689,1.366,1.4461,0.0
20150501000000,1.4461,1.4864,1.4043,1.4122,0.0
20150502000000,1.4122,1.443,1.404,1.4221,0.0
20150503000000,1.4221,1.47,1.4235,1.441,0.0
20150504000000,1.441,1.4899,1.4,1.418,0.0
20150505000000,1.418,1.4502,1.3589,1.4,0.0
20150506000000,1.4,1.43,1.385,1.393,0.0
20150507000000,1.393,1.4899,1.376,1.452,0.0
20150508000000,1.452,1.5029,1.426,1.4861,0.0
20150509000000,1.4861,1.5,1.4301,1.4402,0.0
20150510000000,1.4402,1.4716,1.4213,1.4436,0.0
20150511000000,1.4436,1.4704,1.4301,1.445,0.0
20150512000000,1.445,1.455,1.4321,1.442,0.0
20150513000000,1.442,1.4888,1.44,1.4423,0.0
20150514000000,1.4423,1.4657,1.405,1.4384,0.0
20150515000000,1.4384,1.4561,1.4351,1.4529,0.0
20150516000000,1.4529,1.4634,1.444,1.4514,0.0
20150517000000,1.4514,1.47,1.4431,1.4539,0.0
20150518000000,1.4539,1.4689,1.4396,1.4424,0.0
20150519000000,1.4424,1.4571,1.441,1.448,0.0
20150520000000,1.448,1.47,1.444,1.4634,0.0
20150521000000,1.4634,1.48,1.456,1.476,0.0
20150522000000,1.476,1.94,1.4635,1.834,0.0
20150523000000,1.834,1.9,1.7503,1.7899,0.0
20150524000000,1.7899,1.8567,1.7657,1.8489,0.0
20150525000000,1.8489,1.8586,1.7677,1.7985,0.0
20150526000000,1.7985,1.8199,1.7705,1.812,0.0
20150527000000,1.812,1.9159,1.7903,1.831,0.0
20150528000000,1.831,1.8444,1.812,1.83,0.0
20150529000000,1.83,1.843,1.802,1.824,0.0
20150530000000,1.824,1.825,1.7815,1.79,0.0
20150531000000,1.79,1.8284,1.61,1.6319,0.0
20150601000000,1.6319,1.6759,1.58,1.605,0.0
20150602000000,1.605,1.682,1.5908,1.659,0.0
20150603000000,1.659,1.6949,1.645,1.687,0.0
20150604000000,1.687,1.687,1.6478,1.651,0.0
20150605000000,1.651,1.7758,1.651,1.746,0.0
20150606000000,1.746,1.776,1.7312,1.76,0.0
20150607000000,1.76,1.763,1.715,1.73,0.0
20150608000000,1.73,1.807,1.715,1.7906,0.0
20150609000000,1.7906,1.8263,1.7825,1.8019,0.0
20150610000000,1.8019,1.8019,1.7305,1.75,0.0
20150611000000,1.75,1.7999,1.75,1.7791,0.0
20150612000000,1.7791,1.82,1.7791,1.8003,0.0
20150613000000,1.8003,1.88,1.791,1.8498,0.0
20150614000000,1.8498,2.4,1.8498,2.002,0.0
20150615000000,2.002,2.0499,1.9905,2.01,0.0
20150616000000,2.01,2.88,2.0052,2.8611,0.0
20150617000000,2.86,3.2497,2.5568,2.8358,0.0
20150618000000,2.8358,3.21,2.83,3.1018,0.0
20150619000000,3.1018,3.1502,2.702,2.81,0.0
20150620000000,2.81,3.1,2.7131,3.032,0.0
20150621000000,3.0333,3.0687,2.8606,3.0,0.0
20150622000000,3.0,3.064,2.945,2.9975,0.0
20150623000000,2.9975,3.0195,2.9092,2.959,0.0
20150624000000,2.959,2.959,2.772,2.7733,0.0
20150625000000,2.7733,2.8899,2.683,2.838,0.0
20150626000000,2.838,2.91,2.81,2.876,0.0
20150627000000,2.876,3.182,2.864,3.125,0.0
20150628000000,3.125,3.181,3.0402,3.1206,0.0
20150629000000,3.098,3.975,3.05,3.7707,0.0
20150630000000,3.7707,4.366,3.7194,4.092,0.0
20150701000000,4.092,4.119,3.8101,3.9431,0.0
20150702000000,3.9431,4.1899,3.9291,4.055,0.0
20150703000000,4.056,4.18,4.015,4.151,0.0
20150704000000,4.151,4.189,4.035,4.143,0.0
20150705000000,4.143,4.199,4.04,4.1501,0.0
20150706000000,4.8066,5.0368,4.7566,4.9998,0.0
20150707000000,5.3547,5.3789,5.1577,5.1988,0.0
20150708000000,5.446,5.998,5.3809,5.9535,0.0
20150709000000,6.97,8.1,6.7702,7.567,0.0
20150710000000,7.567,8.9665,5.0,5.6271,0.0
20150712000000,5.1701,5.417,5.0,5.3081,0.0
20150713000000,5.3081,5.3179,4.47,4.7,0.0
20150714000000,4.7,4.99,4.421,4.601,0.0
20150715000000,4.601,4.72,4.0407,4.1219,0.0
20150716000000,4.1219,4.22,3.211,3.702,0.0
20150717000000,3.707,3.94,3.474,3.7501,0.0
20150718000000,3.7501,4.34,3.74,4.01,0.0
20150719000000,4.01,4.0909,3.5502,3.7162,0.0
20150720000000,3.707,3.973,3.6621,3.9719,0.0
20150721000000,3.9719,4.05,3.754,3.7759,0.0
20150722000000,3.7759,3.88,3.6863,3.8699,0.0
20150723000000,3.8696,3.8754,3.77,3.7869,0.0
20150724000000,3.7869,4.77,3.75,4.6119,0.0
20150725000000,4.6063,4.9967,4.44,4.6779,0.0
20150726000000,4.6779,4.8337,4.463,4.699,0.0
20150727000000,4.7,4.8,4.55,4.69,0.0
20150728000000,4.69,5.2484,4.6885,5.087,0.0
20150729000000,5.087,5.199,4.692,4.807,0.0
20150730000000,4.807,4.807,4.54,4.6071,0.0
20150731000000,4.607,4.8194,4.5,4.64,0.0
20150801000000,4.6402,4.675,4.066,4.1487,0.0
20150802000000,4.1488,4.246,3.823,4.1867,0.0
20150803000000,4.187,4.41,4.0214,4.2,0.0
20150804000000,4.195,4.4997,4.1806,4.41,0.0
20150805000000,4.4107,4.45,4.2999,4.37,0.0
20150806000000,4.37,4.38,4.0,4.059,0.0
20150807000000,4.0524,4.27,3.96,4.2484,0.0
20150808000000,4.2484,4.2491,3.828,3.8672,0.0
20150809000000,3.871,4.0448,3.82,3.94,0.0
20150810000000,3.94,4.03,3.87,3.9811,0.0
20150811000000,3.9732,4.179,3.96,4.161,0.0
20150812000000,4.175,4.1975,4.0001,4.0249,0.0
20150813000000,4.0141,4.0141,3.85,3.9,0.0
20150814000000,3.9,4.13,3.8601,4.058,0.0
20150815000000,4.054,4.088,3.9277,3.9412,0.0
20150816000000,3.9412,4.0263,3.8832,3.98,0.0
20150817000000,3.9757,4.0787,3.94,4.01,0.0
20150818000000,4.01,4.01,3.3302,3.3633,0.0
20150819000000,3.363,3.65,3.21,3.4982,0.0
20150820000000,3.4982,3.6795,3.4601,3.6036,0.0
20150821000000,3.6036,3.67,3.517,3.5697,0.0
20150822000000,3.5697,3.5815,3.41,3.5383,0.0
20150823000000,3.5383,3.5495,3.3001,3.3824,0.0
20150824000000,3.3824,3.388,2.9666,3.05,0.0
20150825000000,3.0501,3.1606,2.53,2.9598,0.0
20150826000000,2.9598,3.0946,2.73,2.9488,0.0
20150827000000,2.9488,3.0088,2.84,2.89,0.0
20150828000000,2.89,2.9911,2.725,2.9,0.0
20150829000000,2.9,2.949,2.8122,2.893,0.0
20150830000000,2.893,2.9397,2.7517,2.8565,0.0
20150831000000,2.8565,2.9,2.78,2.848,0.0
20150901000000,2.848,2.9129,2.7875,2.84,0.0
20150902000000,2.84,2.851,2.75,2.8058,0.0
20150903000000,2.8058,2.815,2.6181,2.6481,0.0
20150904000000,2.6481,2.7721,2.6481,2.7098,0.0
20150905000000,2.7098,3.015,2.67,2.951,0.0
20150906000000,2.951,3.1989,2.93,3.0789,0.0
20150907000000,3.0789,3.1684,3.0,3.0597,0.0
20150908000000,3.0597,3.159,3.0,3.05,0.0
20150909000000,3.05,3.06,2.92,2.9424,0.0
20150910000000,2.9424,2.9971,2.9139,2.955,0.0
20150911000000,2.955,3.0038,2.9372,2.965,0.0
20150912000000,2.965,2.978,2.801,2.8366,0.0
20150913000000,2.8351,2.8632,2.75,2.816,0.0
20150914000000,2.816,2.8794,2.79,2.8498,0.0
20150915000000,2.8498,2.87,2.811,2.8198,0.0
20150916000000,2.8198,2.8592,2.7702,2.8148,0.0
20150917000000,2.8148,2.9588,2.7959,2.9337,0.0
20150918000000,2.9337,3.0305,2.9273,2.9653,0.0
20150919000000,2.9653,2.9843,2.871,2.884,0.0
20150920000000,2.884,2.8917,2.827,2.851,0.0
20150921000000,2.851,2.8782,2.7821,2.8096,0.0
20150922000000,2.8096,2.924,2.801,2.8536,0.0
20150923000000,2.8536,2.9149,2.8312,2.86,0.0
20150924000000,2.86,2.9737,2.8555,2.9202,0.0
20150925000000,2.9202,2.96,2.8724,2.902,0.0
20150926000000,2.902,2.9061,2.8664,2.8988,0.0
20150927000000,2.8988,2.9013,2.8661,2.8748,0.0
20150928000000,2.8748,3.088,2.8748,3.0761,0.0
20150929000000,3.08,3.2,2.9516,2.9839,0.0
20150930000000,2.9839,3.045,2.9553,2.994,0.0
20151001000000,2.994,3.0671,2.955,3.0173,0.0
20151002000000,3.0135,3.0256,2.9735,2.9929,0.0
20151003000000,2.9929,3.0521,2.9844,3.031,0.0
20151004000000,3.031,3.0839,3.0009,3.0154,0.0
20151006000000,3.0419,3.1901,3.023,3.169,0.0
20151007000000,3.169,3.2,3.0465,3.0688,0.0
20151008000000,3.0688,3.0901,3.042,3.062,0.0
20151009000000,3.062,3.1332,3.062,3.115,0.0
20151010000000,3.115,3.162,3.086,3.1141,0.0
20151011000000,3.1141,3.172,3.0901,3.1583,0.0
20151012000000,3.1583,3.19,3.1281,3.1675,0.0
20151013000000,3.1675,3.2226,3.1138,3.197,0.0
20151014000000,3.197,3.225,3.0657,3.1649,0.0
20151015000000,3.1649,3.1729,3.0721,3.0907,0.0
20151016000000,3.0907,3.16,3.08,3.101,0.0
20151017000000,3.101,3.1655,3.0101,3.071,0.0
20151018000000,3.071,3.0989,3.0,3.0261,0.0
20151019000000,3.0261,3.0664,3.0055,3.0402,0.0
20151020000000,3.0402,3.1,3.03,3.0797,0.0
20151021000000,3.0797,3.12,3.062,3.0787,0.0
20151022000000,3.0787,3.2,3.078,3.145,0.0
20151023000000,3.145,3.1549,3.1105,3.1318,0.0
20151024000000,3.1318,3.1563,3.09,3.144,0.0
20151025000000,3.144,3.17,3.101,3.1011,0.0
20151026000000,3.1011,3.1333,3.0716,3.1186,0.0
20151027000000,3.1186,3.1452,3.0851,3.1055,0.0
20151028000000,3.1055,3.13,3.076,3.0988,0.0
20151029000000,3.0988,3.9746,2.9229,3.7993,0.0
20151030000000,3.7993,4.19,3.679,3.96,0.0
20151031000000,3.95,4.0388,3.6213,3.6873,0.0
20151101000000,3.6873,3.9449,3.641,3.89,0.0
20151102000000,3.89,4.282,3.834,4.1342,0.0
20151103000000,4.1342,4.87,4.0401,4.55,0.0
20151104000000,4.55,5.3911,3.1311,4.0,0.0
20151105000000,4.0,4.3399,3.51,3.85,0.0
20151106000000,3.85,3.8636,3.3555,3.5109,0.0
20151107000000,3.5109,3.6517,3.51,3.532,0.0
20151108000000,3.532,3.627,3.312,3.3792,0.0
20151109000000,3.38,3.5045,3.2105,3.4223,0.0
20151110000000,3.4223,3.48,3.0001,3.0999,0.0
20151111000000,3.0999,3.1298,2.9011,2.985,0.0
20151112000000,2.9854,3.32,2.9854,3.3,0.0
20151113000000,3.3,3.32,3.1401,3.2177,0.0
20151114000000,3.2177,3.252,3.1615,3.2299,0.0
20151115000000,3.2299,3.2488,3.045,3.074,0.0
20151116000000,3.074,3.2299,3.05,3.1974,0.0
20151117000000,3.1974,3.2687,3.17,3.226,0.0
20151118000000,3.226,3.226,3.1526,3.182,0.0
20151119000000,3.182,3.23,3.1333,3.14,0.0
20151120000000,3.14,3.1577,3.045,3.131,0.0
20151121000000,3.131,3.182,3.1157,3.156,0.0
20151122000000,3.156,3.165,3.12,3.1262,0.0
20151123000000,3.1262,3.1759,3.1101,3.154,0.0
20151124000000,3.154,3.154,3.0952,3.1018,0.0
20151125000000,3.1018,3.37,3.0855,3.3494,0.0
20151126000000,3.376,3.7666,3.3501,3.6444,0.0
20151127000000,3.6444,3.679,3.535,3.605,0.0
20151128000000,3.605,3.605,3.4696,3.546,0.0
20151129000000,3.546,3.749,3.4824,3.7,0.0
20151130000000,3.7,3.78,3.57,3.6255,0.0
20151201000000,3.6255,3.6543,3.3526,3.4312,0.0
20151202000000,3.4312,3.437,3.2681,3.33,0.0
20151203000000,3.33,3.4399,3.33,3.3798,0.0
20151204000000,3.3798,3.3898,3.2975,3.335,0.0
20151205000000,3.335,3.5822,3.335,3.528,0.0
20151206000000,3.528,3.6262,3.4055,3.4399,0.0
20151207000000,3.4399,3.8018,3.4191,3.654,0.0
20151208000000,3.654,3.83,3.5489,3.76,0.0
20151209000000,3.8273,3.8273,3.5114,3.6917,0.0
20151210000000,3.6906,3.7099,3.574,3.6598,0.0
20151211000000,3.6598,3.93,3.651,3.8735,0.0
20151212000000,3.88,4.2997,3.49,3.6,0.0
20151213000000,3.6,3.6517,3.5343,3.58,0.0
20151214000000,3.58,3.649,3.5399,3.5879,0.0
20151215000000,3.5879,3.8399,3.5626,3.7875,0.0
20151216000000,3.7875,3.79,3.5845,3.6807,0.0
20151217000000,3.6807,3.76,3.626,3.695,0.0
20151218000000,3.695,3.7854,3.68,3.7201,0.0
20151219000000,3.7201,3.761,3.6565,3.6997,0.0
20151220000000,3.6997,3.7,3.443,3.5,0.0
20151221000000,3.5,3.525,3.4,3.406,0.0
20151222000000,3.406,3.461,3.36,3.4085,0.0
20151223000000,3.4085,3.598,3.3772,3.5601,0.0
20151224000000,3.5601,3.68,3.5601,3.6418,0.0
20151225000000,3.6418,3.657,3.57,3.6011,0.0
20151226000000,3.6011,3.62,3.3716,3.445,0.0
20151227000000,3.445,3.5024,3.4021,3.4678,0.0
20151228000000,3.4678,3.5314,3.4332,3.464,0.0
20151229000000,3.464,3.539,3.4198,3.4881,0.0
20151230000000,3.489,3.5378,3.425,3.4527,0.0
20151231000000,3.4527,3.4998,0.0,3.4401,0.0
20160101000000,3.4401,3.5225,3.4129,3.5189,0.0
20160102000000,3.5189,3.5269,3.4403,3.499,0.0
20160103000000,3.499,3.5078,3.419,3.4869,0.0
20160104000000,3.4869,3.5121,3.4516,3.507,0.0
20160105000000,3.507,3.507,3.4464,3.489,0.0
20160106000000,3.489,3.489,3.4257,3.4519,0.0
20160107000000,3.4519,3.64,3.45,3.62,0.0
20160108000000,3.6108,3.64,3.5392,3.5919,0.0
20160109000000,3.5919,3.5925,3.5302,3.58,0.0
20160110000000,3.58,3.58,3.4722,3.533,0.0
20160111000000,3.533,3.5714,3.504,3.5517,0.0
20160112000000,3.5517,3.5517,3.445,3.4522,0.0
20160113000000,3.4599,3.4772,3.37,3.4719,0.0
20160114000000,3.4719,3.4782,3.4162,3.4356,0.0
20160115000000,3.4356,3.4499,2.95,2.95,0.0
20160116000000,2.95,3.1,2.9029,3.1,0.0
20160117000000,3.1,3.1,2.9951,3.003,0.0
20160118000000,3.003,3.0634,2.97,3.055,0.0
20160119000000,3.055,3.07,2.993,3.0099,0.0
20160120000000,3.0099,3.4393,2.9704,3.37,0.0
20160121000000,3.37,3.3988,3.186,3.2057,0.0
20160122000000,3.2057,3.2101,3.0119,3.0411,0.0
20160123000000,3.0411,3.1758,3.0411,3.1075,0.0
20160124000000,3.1075,3.208,3.0512,3.1847,0.0
20160125000000,3.1847,3.1847,3.0753,3.1267,0.0
20160126000000,3.1267,3.1669,3.081,3.1291,0.0
20160127000000,3.1291,3.314,3.1237,3.271,0.0
20160128000000,3.271,3.288,3.0633,3.1212,0.0
20160129000000,3.1212,3.1212,3.0029,3.0829,0.0
20160130000000,3.0829,3.1063,3.0315,3.0315,0.0
20160131000000,3.0315,3.102,3.0002,3.0168,0.0
20160201000000,3.0168,3.076,3.0157,3.0515,0.0
20160202000000,3.0515,3.0648,3.0257,3.053,0.0
20160203000000,3.053,3.0799,3.0001,3.0001,0.0
20160204000000,3.0001,3.1878,3.0001,3.1509,0.0
20160205000000,3.1509,3.1509,3.094,3.113,0.0
20160206000000,3.113,3.12,3.0148,3.05,0.0
20160207000000,3.05,3.0779,3.02,3.0361,0.0
20160208000000,3.0361,3.0766,3.0024,3.02,0.0
20160209000000,3.02,3.0629,3.0005,3.0402,0.0
20160210000000,3.0402,3.1328,3.0262,3.0571,0.0
20160211000000,3.0571,3.0873,3.0251,3.0818,0.0
20160212000000,3.0818,3.0889,3.0271,3.0815,0.0
20160213000000,3.0815,3.116,3.068,3.1099,0.0
20160214000000,3.11,3.19,3.11,3.1809,0.0
20160215000000,3.1809,3.2299,3.1092,3.1301,0.0
20160216000000,3.1301,3.19,3.1301,3.1571,0.0
20160217000000,3.1571,3.2389,3.1571,3.1866,0.0
20160218000000,3.1866,3.2491,3.1795,3.2491,0.0
20160219000000,3.2491,3.2491,3.1508,3.2,0.0
20160220000000,3.2,3.4999,3.1796,3.4239,0.0
20160221000000,3.4239,3.572,3.372,3.4742,0.0
20160222000000,3.4742,3.5488,3.4,3.4728,0.0
20160223000000,3.4728,3.54,3.3354,3.384,0.0
20160224000000,3.384,3.409,3.31,3.3567,0.0
20160225000000,3.3567,3.3875,3.32,3.3635,0.0
20160226000000,3.3635,3.4354,3.32,3.4334,0.0
20160227000000,3.4334,3.45,3.4,3.4112,0.0
20160228000000,3.4112,3.474,3.3391,3.4197,0.0
20160229000000,3.4197,3.4982,3.3766,3.4489,0.0
20160301000000,3.4489,3.4489,3.3726,3.435,0.0
20160302000000,3.435,3.4489,3.346,3.346,0.0
20160303000000,3.346,3.346,3.28,3.304,0.0
20160304000000,3.304,3.3398,3.21,3.2254,0.0
20160305000000,3.2254,3.2426,3.1103,3.1726,0.0
20160306000000,3.1726,3.2303,3.1311,3.1778,0.0
20160307000000,3.1778,3.2637,3.1551,3.241,0.0
20160308000000,3.241,3.2644,3.2033,3.2179,0.0
20160309000000,3.2179,3.2841,3.203,3.2541,0.0
20160310000000,3.2541,3.297,3.2205,3.264,0.0
20160311000000,3.264,3.4,3.264,3.365,0.0
20160312000000,3.365,3.3826,3.25,3.2569,0.0
20160313000000,3.2569,3.306,3.2564,3.2803,0.0
20160314000000,3.2803,3.3129,3.2553,3.3039,0.0
20160315000000,3.3039,3.32,3.2587,3.3114,0.0
20160316000000,3.3114,3.313,3.252,3.313,0.0
20160317000000,3.313,3.324,3.2682,3.2924,0.0
20160318000000,3.2924,3.2924,3.01,3.1457,0.0
20160319000000,3.1457,3.1889,3.125,3.1582,0.0
20160320000000,3.1582,3.1973,3.1553,3.1694,0.0
20160321000000,3.1694,3.197,3.1507,3.192,0.0
20160322000000,3.192,3.2388,3.1809,3.2132,0.0
20160323000000,3.2132,3.239,3.1906,3.23,0.0
20160324000000,3.23,3.23,3.1966,3.2186,0.0
20160325000000,3.2186,3.2299,3.1886,3.2075,0.0
20160326000000,3.2075,3.2389,3.2075,3.2372,0.0
20160327000000,3.2372,3.3314,3.21,3.296,0.0
20160328000000,3.296,3.3029,3.26,3.27,0.0
20160329000000,3.27,3.279,3.1787,3.228,0.0
20160330000000,3.228,3.2375,3.1721,3.2096,0.0
20160331000000,3.2096,3.2635,3.2096,3.254,0.0
20160401000000,3.254,3.2572,3.219,3.2416,0.0
20160402000000,3.2416,3.285,3.2416,3.2582,0.0
20160403000000,3.2582,3.2793,3.2384,3.2443,0.0
20160404000000,3.2443,3.27,3.201,3.245,0.0
20160405000000,3.245,3.2759,3.2251,3.265,0.0
20160406000000,3.265,3.2877,3.245,3.2467,0.0
20160407000000,3.2467,3.252,3.225,3.2305,0.0
20160408000000,3.2305,3.263,3.21,3.2324,0.0
20160409000000,3.2324,3.2333,3.2,3.2302,0.0
20160410000000,3.2302,3.251,3.2098,3.233,0.0
20160411000000,3.233,3.2687,3.2209,3.234,0.0
20160412000000,3.234,3.3,3.234,3.2625,0.0
20160413000000,3.2625,3.2876,3.2479,3.2693,0.0
20160414000000,3.2693,3.2785,3.2447,3.26,0.0
20160415000000,3.26,3.3238,3.2536,3.2952,0.0
20160416000000,3.2952,3.3196,3.29,3.3104,0.0
20160417000000,3.3104,3.3104,3.2586,3.2849,0.0
20160418000000,3.2849,3.29,3.25,3.2511,0.0
20160419000000,3.2511,3.3199,3.2401,3.3199,0.0
20160420000000,3.3199,3.3262,3.2772,3.3,0.0
20160421000000,3.3,3.38,3.3,3.375,0.0
20160422000000,3.375,3.4,3.3219,3.356,0.0
20160423000000,3.356,3.3899,3.3217,3.3698,0.0
20160424000000,3.3698,3.7,3.3678,3.6806,0.0
20160425000000,3.6711,3.9264,3.5737,3.83,0.0
20160426000000,3.83,4.1579,3.813,4.0791,0.0
20160427000000,4.0791,4.2948,3.823,3.8931,0.0
20160428000000,3.8931,3.955,3.701,3.8298,0.0
20160429000000,3.8298,3.8797,3.7222,3.8207,0.0
20160430000000,3.8207,3.8506,3.647,3.67,0.0
20160501000000,3.67,3.749,3.647,3.6969,0.0
20160502000000,3.6969,3.8089,3.6198,3.6743,0.0
20160503000000,3.6743,3.7657,3.615,3.734,0.0
20160504000000,3.734,3.7798,3.704,3.7333,0.0
20160505000000,3.7333,3.7893,3.72,3.7203,0.0
20160506000000,3.7203,3.869,3.7031,3.8452,0.0
20160507000000,3.8452,4.033,3.8452,3.98,0.0
20160508000000,3.98,3.988,3.9055,3.966,0.0
20160509000000,3.966,4.1339,3.9125,4.08,0.0
20160510000000,4.08,4.1792,3.7857,3.8398,0.0
20160511000000,3.8398,3.9389,3.829,3.8807,0.0
20160512000000,3.8807,3.899,3.7885,3.859,0.0
20160513000000,3.859,3.9725,3.8353,3.9351,0.0
20160514000000,3.9351,4.0661,3.9342,4.0182,0.0
20160515000000,4.0182,4.1258,3.96,4.0707,0.0
20160516000000,4.0707,4.2241,3.9503,4.007,0.0
20160517000000,4.007,4.0506,3.9613,3.9669,0.0
20160518000000,3.9669,4.0535,3.965,4.0132,0.0
20160519000000,4.0132,4.0517,3.7375,3.7989,0.0
20160520000000,3.7989,3.9296,3.7,3.87,0.0
20160521000000,3.87,3.9718,3.821,3.9353,0.0
20160522000000,3.9353,3.9762,3.8383,3.8383,0.0
20160523000000,3.8383,3.958,3.8333,3.958,0.0
20160524000000,3.958,3.99,3.935,3.95,0.0
20160525000000,3.95,4.065,3.95,4.0456,0.0
20160526000000,4.0456,4.1536,3.9874,4.1025,0.0
20160527000000,4.1025,4.6719,4.0827,4.4622,0.0
20160528000000,4.4622,4.835,4.4437,4.555,0.0
20160529000000,4.555,4.8613,4.3538,4.5689,0.0
20160530000000,4.5689,4.6609,4.4393,4.62,0.0
20160531000000,4.62,4.691,4.5,4.5947,0.0
20160601000000,4.5947,4.8,4.562,4.7594,0.0
20160602000000,4.7594,4.7689,4.676,4.7162,0.0
20160603000000,4.7162,4.9,4.6761,4.8967,0.0
20160604000000,4.8967,4.9723,4.7509,4.82,0.0
20160605000000,4.82,4.8839,4.7562,4.8631,0.0
20160606000000,4.8631,4.9801,4.7984,4.963,0.0
20160607000000,4.963,4.991,4.6886,4.7738,0.0
20160608000000,4.7738,4.824,4.7,4.821,0.0
20160609000000,4.821,4.821,4.6647,4.767,0.0
20160610000000,4.767,4.9105,4.7124,4.8969,0.0
20160611000000,4.8969,5.0993,4.89,5.0993,0.0
20160612000000,5.0993,5.4,5.0,5.2499,0.0
20160613000000,5.25,5.5286,4.9502,5.2789,0.0
20160614000000,5.2789,5.3056,4.968,5.1477,0.0
20160615000000,5.1477,5.26,4.9922,5.242,0.0
20160616000000,5.2588,5.695,5.2588,5.695,0.0
20160617000000,5.695,5.99,5.1271,5.6492,0.0
20160618000000,5.6492,5.7998,5.38,5.578,0.0
20160619000000,5.578,5.6365,5.4852,5.6081,0.0
